2024-04-26:12:22:38 INSPECTOR LOG

2024-04-26:12:22:42 sender:  1 - send_time: 12:22:41 - amount:785k $  - receiver: 0 - receive_time: 12:22:42
2024-04-26:12:28:07 sender:  0 - send_time: 12:27:08 - amount:609k $  - receiver: 1 - receive_time: 12:28:07
2024-04-26:12:28:07 sender:  2 - send_time: 12:26:54 - amount:696k $  - receiver: 1 - receive_time: 12:28:07
2024-04-26:12:28:09 sender:  1 - send_time: 12:27:47 - amount:711k $  - receiver: 2 - receive_time: 12:28:09
2024-04-26:12:28:09 sender:  2 - send_time: 12:26:55 - amount:783k $  - receiver: 1 - receive_time: 12:28:09
2024-04-26:12:28:09 sender:  1 - send_time: 12:27:34 - amount:490k $  - receiver: 0 - receive_time: 12:28:09
2024-04-26:12:28:10 sender:  0 - send_time: 12:28:10 - amount:189k $  - receiver: 1 - receive_time: 12:24:18
2024-04-26:12:28:11 sender:  2 - send_time: 12:27:03 - amount:462k $  - receiver: 0 - receive_time: 12:28:11
2024-04-26:12:28:11 sender:  0 - send_time: 12:27:17 - amount:204k $  - receiver: 2 - receive_time: 12:28:11
2024-04-26:12:28:11 sender:  0 - send_time: 12:27:09 - amount:639k $  - receiver: 1 - receive_time: 12:28:11
2024-04-26:12:28:12 sender:  2 - send_time: 12:26:58 - amount:493k $  - receiver: 1 - receive_time: 12:28:12
2024-04-26:12:28:12 sender:  1 - send_time: 12:27:36 - amount:855k $  - receiver: 0 - receive_time: 12:28:12
2024-04-26:12:28:12 sender:  1 - send_time: 12:27:48 - amount:265k $  - receiver: 2 - receive_time: 12:28:12
2024-04-26:12:28:13 sender:  2 - send_time: 12:28:13 - amount:454k $  - receiver: 1 - receive_time: 12:25:05
2024-04-26:12:28:15 sender:  1 - send_time: 12:27:37 - amount:749k $  - receiver: 0 - receive_time: 12:28:15
2024-04-26:12:28:15 sender:  2 - send_time: 12:27:00 - amount:633k $  - receiver: 1 - receive_time: 12:28:15
2024-04-26:12:28:15 sender:  0 - send_time: 12:27:12 - amount:973k $  - receiver: 1 - receive_time: 12:28:15
2024-04-26:12:28:16 sender:  2 - send_time: 12:27:04 - amount:799k $  - receiver: 0 - receive_time: 12:28:16
2024-04-26:12:28:16 sender:  1 - send_time: 12:27:50 - amount:275k $  - receiver: 2 - receive_time: 12:28:16
2024-04-26:12:28:17 sender:  2 - send_time: 12:27:01 - amount:400k $  - receiver: 1 - receive_time: 12:28:17
2024-04-26:12:28:17 sender:  2 - send_time: 12:27:05 - amount:417k $  - receiver: 1 - receive_time: 12:28:17
2024-04-26:12:28:17 sender:  1 - send_time: 12:27:55 - amount:616k $  - receiver: 2 - receive_time: 12:28:17
2024-04-26:12:28:18 sender:  2 - send_time: 12:27:06 - amount:23k $  - receiver: 0 - receive_time: 12:28:18
2024-04-26:12:28:18 sender:  1 - send_time: 12:27:40 - amount:839k $  - receiver: 0 - receive_time: 12:28:18
2024-04-26:12:28:18 sender:  0 - send_time: 12:27:20 - amount:484k $  - receiver: 2 - receive_time: 12:28:18
2024-04-26:12:28:18 sender:  2 - send_time: 12:27:07 - amount:350k $  - receiver: 1 - receive_time: 12:28:18
2024-04-26:12:28:19 sender:  1 - send_time: 12:27:56 - amount:599k $  - receiver: 2 - receive_time: 12:28:19
2024-04-26:12:28:19 sender:  0 - send_time: 12:27:13 - amount:700k $  - receiver: 1 - receive_time: 12:28:19
2024-04-26:12:28:20 sender:  2 - send_time: 12:27:07 - amount:613k $  - receiver: 0 - receive_time: 12:28:20
